gameId,blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueEliteMonsters,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalGold,blueAvgLevel,blueTotalExperience,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueGoldDiff,blueExperienceDiff,blueCSPerMin,blueGoldPerMin,redWardsPlaced,redWardsDestroyed,redFirstBlood,redKills,redDeaths,redAssists,redEliteMonsters,redDragons,redHeralds,redTowersDestroyed,redTotalGold,redAvgLevel,redTotalExperience,redTotalMinionsKilled,redTotalJungleMinionsKilled,redGoldDiff,redExperienceDiff,redCSPerMin,redGoldPerMin
4452485048,1,14,2,1,10,4,11,1,1,0,0,18969,7.6,20353,205,63,4139,3424,20.5,1896.9,18,0,0,4,10,2,0,0,0,0,14830,6.8,16929,172,61,-4139,-3424,17.2,1483
4509170584,0,17,4,0,4,3,6,0,0,0,0,14353,6.8,17197,178,48,-1009,-280,17.8,1435.3,17,4,1,3,4,1,1,1,0,0,15362,6.8,17477,222,62,1009,280,22.2,1536.2
4461048637,1,13,2,1,8,1,14,1,1,0,0,17113,7,18837,203,52,3278,2617,20.3,1711.3,13,2,0,1,8,0,0,0,0,0,13835,6.6,16220,194,56,-3278,-2617,19.4,1383.5
4521010137,0,16,4,1,8,5,7,0,0,0,0,17044,6.8,17686,217,46,845,-234,21.7,1704.4,14,1,0,5,8,5,1,1,0,0,16199,6.8,17920,207,60,-845,234,20.7,1619.9
4521897188,1,17,2,1,8,5,4,0,0,0,0,16749,6.8,17788,217,43,1152,400,21.7,1674.9,14,2,0,5,8,7,1,1,0,0,15597,6.6,17388,185,68,-1152,-400,18.5,1559.7
4525088163,0,14,2,0,6,7,8,0,0,0,0,15532,6.8,17908,190,48,-1779,-354,19,1553.2,16,1,1,7,6,4,0,0,0,0,17311,7,18262,242,48,1779,354,24.2,1731.1
4519816980,1,21,3,0,4,2,4,0,0,0,0,16523,7.2,18881,222,60,2592,1348,22.2,1652.3,16,5,1,2,4,2,1,1,0,0,13931,6.6,17533,202,52,-2592,-1348,20.2,1393.1
4511374041,0,15,3,0,7,12,6,2,1,1,0,17347,6.6,18118,222,63,-1305,-1101,22.2,1734.7,19,1,1,12,7,15,0,0,0,0,18652,7.4,19219,218,44,1305,1101,21.8,1865.2
4500094420,1,16,6,0,10,9,7,1,0,1,0,17346,7,18518,214,51,149,1781,21.4,1734.6,45,2,1,9,10,10,0,0,0,0,17197,6.8,16737,205,44,-149,-1781,20.5,1719.7
4522608036,0,22,4,0,7,2,5,0,0,0,0,16696,7.2,18900,225,68,1945,2614,22.5,1669.6,17,4,1,2,7,3,0,0,0,0,14751,6.4,16286,196,52,-1945,-2614,19.6,1475.1
4518291052,1,12,4,0,7,4,12,0,0,0,0,16526,6.6,17213,211,54,562,249,21.1,1652.6,21,3,1,4,7,9,1,1,0,0,15964,6.8,16964,233,48,-562,-249,23.3,1596.4
4489090931,0,15,3,1,5,6,7,0,0,0,0,15684,6.8,17384,170,56,-1434,-1409,17,1568.4,17,4,0,6,5,3,1,0,1,0,17118,7.2,18793,223,52,1434,1409,22.3,1711.8
4457019061,1,17,5,1,7,8,8,0,0,0,0,17363,6.8,17169,188,44,903,1019,18.8,1736.3,25,3,0,8,7,7,1,0,1,0,16460,6.4,16150,205,35,-903,-1019,20.5,1646
4523720139,0,13,2,1,1,1,0,1,0,1,0,14737,7,18532,229,59,92,728,22.9,1473.7,11,2,0,1,1,0,0,0,0,0,14645,6.8,17804,199,59,-92,-728,19.9,1464.5
4521675950,1,14,2,0,10,4,9,1,1,0,0,18779,7.2,19556,252,47,3679,2110,25.2,1877.9,60,0,1,4,10,3,0,0,0,0,15100,6.6,17446,203,56,-3679,-2110,20.3,1510
4450091892,0,18,3,1,11,9,13,1,1,0,0,18715,7,18626,223,52,1326,351,22.3,1871.5,13,3,0,9,11,9,0,0,0,0,17389,7.2,18275,208,50,-1326,-351,20.8,1738.9
4524407688,1,18,1,1,2,1,2,1,1,0,0,15649,7,18530,269,56,1281,1111,26.9,1564.9,13,2,0,1,2,0,0,0,0,0,14368,7,17419,225,62,-1281,-1111,22.5,1436.8
4509298842,0,18,2,0,8,8,12,0,0,0,0,17318,6.6,16336,175,56,-266,-1524,17.5,1731.8,46,1,1,8,8,9,1,1,0,0,17584,6.8,17860,217,51,266,1524,21.7,1758.4
4515997665,1,12,5,1,5,6,7,0,0,0,0,16688,7,18697,247,49,1008,-248,24.7,1668.8,44,3,0,6,5,5,1,1,0,0,15680,7.4,18945,199,51,-1008,248,19.9,1568
4523306081,0,15,3,0,8,12,11,0,0,0,0,17201,7.2,18755,207,30,-1817,-354,20.7,1720.1,55,3,1,12,8,13,1,1,0,0,19018,7.4,19109,201,46,1817,354,20.1,1901.8
4496874191,1,12,3,0,6,7,8,1,1,0,0,15900,6.8,17169,203,52,-689,-1431,20.3,1590,18,2,1,7,6,8,0,0,0,0,16589,7.2,18600,218,56,689,1431,21.8,1658.9
4487913203,0,17,2,1,11,2,9,0,0,0,0,18285,7.2,19465,221,37,4581,3919,22.1,1828.5,20,3,0,2,11,1,0,0,0,0,13704,6.6,15546,175,50,-4581,-3919,17.5,1370.4
4510298547,1,17,1,1,12,4,19,1,1,0,0,18377,6.8,17762,193,50,2963,141,19.3,1837.7,15,2,0,4,12,1,0,0,0,0,15414,7,17621,221,47,-2963,-141,22.1,1541.4
4518483468,0,14,6,1,7,3,11,0,0,0,0,17443,7.4,19184,238,45,2786,881,23.8,1744.3,15,4,0,3,7,2,0,0,0,0,14657,6.8,18303,212,57,-2786,-881,21.2,1465.7
4496714478,1,17,4,0,6,9,4,1,1,0,0,17048,7.2,18842,201,64,-32,848,20.1,1704.8,14,2,1,9,6,9,0,0,0,0,17080,7,17994,197,48,32,-848,19.7,1708
4522025457,0,12,1,1,13,6,14,0,0,0,1,20317,7,18795,199,42,3899,2300,19.9,2031.7,14,2,0,6,13,9,1,1,0,0,16418,6.4,16495,197,56,-3899,-2300,19.7,1641.8
4518592520,1,14,2,1,7,1,4,1,1,0,0,16614,7,18570,221,50,3295,3468,22.1,1661.4,14,2,0,1,7,0,0,0,0,0,13319,6.4,15102,205,50,-3295,-3468,20.5,1331.9
4465268169,0,31,2,1,5,5,6,0,0,0,0,16256,7.2,17524,217,51,329,-994,21.7,1625.6,15,5,0,5,5,5,0,0,0,0,15927,7.2,18518,224,53,-329,994,22.4,1592.7
4509979337,1,14,0,0,4,7,1,0,0,0,0,14924,6.8,17139,207,56,-2611,-1375,20.7,1492.4,54,0,1,7,4,5,1,1,0,1,17535,7,18514,218,65,2611,1375,21.8,1753.5
4421824314,0,41,3,0,10,4,8,1,0,1,0,17724,7.4,19917,210,43,3192,3351,21,1772.4,15,4,1,4,10,2,0,0,0,0,14532,6.6,16566,205,39,-3192,-3351,20.5,1453.2
4450271730,1,14,2,0,5,8,3,1,1,0,0,15069,6.6,16824,198,46,-1974,-589,19.8,1506.9,25,1,1,8,5,12,0,0,0,0,17043,6.8,17413,216,40,1974,589,21.6,1704.3
4519746020,0,17,2,0,3,15,2,1,0,1,0,15320,6.8,16625,176,56,-4348,-4019,17.6,1532,33,5,1,15,3,15,1,1,0,0,19668,7.6,20644,208,48,4348,4019,20.8,1966.8
4496792553,1,16,3,0,8,7,13,0,0,0,0,16366,6.8,17010,196,34,-963,-457,19.6,1636.6,16,2,1,7,8,8,0,0,0,0,17329,7,17467,220,52,963,457,22,1732.9
4477353070,0,18,2,0,4,6,5,1,1,0,0,15785,6.8,17629,210,51,-522,-1014,21,1578.5,17,2,1,6,4,4,0,0,0,0,16307,7,18643,221,52,522,1014,22.1,1630.7
4476840336,1,18,2,1,9,4,13,0,0,0,0,17234,6.6,17496,195,44,2477,1105,19.5,1723.4,16,0,0,4,9,3,0,0,0,0,14757,6.6,16391,194,39,-2477,-1105,19.4,1475.7
4426206807,0,14,3,0,10,7,13,0,0,0,0,17625,7.4,19146,205,39,514,2073,20.5,1762.5,14,5,1,7,10,10,0,0,0,0,17111,6.6,17073,223,36,-514,-2073,22.3,1711.1
4462139682,1,30,3,1,9,5,8,1,1,0,0,17826,7.2,18216,220,54,3074,1273,22,1782.6,16,1,0,5,9,2,0,0,0,0,14752,6.4,16943,205,37,-3074,-1273,20.5,1475.2
4508717967,0,18,2,0,15,6,15,0,0,0,0,19931,7,18115,213,40,4375,3249,21.3,1993.1,17,1,1,6,15,6,0,0,0,0,15556,6.2,14866,169,40,-4375,-3249,16.9,1555.6
4465932394,1,13,4,1,11,10,11,0,0,0,0,18042,6.6,17600,221,46,704,-422,22.1,1804.2,18,4,0,10,11,10,0,0,0,0,17338,7,18022,198,42,-704,422,19.8,1733.8
4450360531,0,15,2,1,14,4,15,1,1,0,0,19331,7,19211,213,46,4289,3990,21.3,1933.1,14,1,0,4,14,7,0,0,0,0,15042,6.4,15221,171,36,-4289,-3990,17.1,1504.2
4474160523,1,17,1,1,8,4,9,2,1,1,0,18293,7.4,19340,228,76,2406,2284,22.8,1829.3,14,3,0,4,8,7,0,0,0,0,15887,6.8,17056,224,52,-2406,-2284,22.4,1588.7
4522281462,0,28,4,0,9,10,10,0,0,0,0,17910,6.8,16867,207,45,88,-589,20.7,1791,42,4,1,10,9,11,1,0,1,0,17822,6.8,17456,197,44,-88,589,19.7,1782.2
4436517463,1,13,0,1,5,4,6,0,0,0,0,15895,7,18344,239,38,42,367,23.9,1589.5,18,5,0,4,5,7,1,1,0,0,15853,6.8,17977,258,48,-42,-367,25.8,1585.3
4492030196,0,19,6,0,5,5,6,0,0,0,0,15943,6.6,17366,229,47,-467,-1361,22.9,1594.3,15,2,1,5,5,5,0,0,0,0,16410,7,18727,235,56,467,1361,23.5,1641
4523793959,1,20,1,1,8,2,16,1,1,0,0,18186,7.4,19555,232,67,3131,2377,23.2,1818.6,14,2,0,2,8,5,0,0,0,0,15055,6.6,17178,231,50,-3131,-2377,23.1,1505.5
4523725496,0,14,3,0,2,12,2,0,0,0,0,14158,6.6,16377,194,41,-5740,-3709,19.4,1415.8,19,1,1,12,2,8,2,1,1,0,19898,7.4,20086,240,57,5740,3709,24,1989.8
4506509560,1,22,3,1,17,1,23,1,1,0,0,20151,7.4,19504,226,38,6783,4718,22.6,2015.1,23,1,0,1,17,2,0,0,0,0,13368,6.2,14786,177,53,-6783,-4718,17.7,1336.8
4440187029,0,86,2,0,2,4,1,0,0,0,0,14291,7,18239,207,65,-2609,-1786,20.7,1429.1,15,4,1,4,2,3,1,1,0,0,16900,7.6,20025,259,76,2609,1786,25.9,1690
4522422661,1,16,3,1,4,6,6,1,1,0,0,16452,7,18564,234,54,271,22,23.4,1645.2,14,1,0,6,4,1,1,0,1,0,16181,7,18542,224,64,-271,-22,22.4,1618.1
4518069601,0,14,2,0,5,6,7,0,0,0,0,15078,6.6,16578,202,28,-1018,-828,20.2,1507.8,15,0,1,6,5,6,1,1,0,0,16096,6.8,17406,222,38,1018,828,22.2,1609.6
4494238237,1,15,3,1,9,6,9,0,0,0,0,18287,7.4,19617,226,44,1863,2270,22.6,1828.7,16,3,0,6,9,6,0,0,0,0,16424,6.8,17347,232,49,-1863,-2270,23.2,1642.4
4494166965,0,18,2,0,10,11,9,1,1,0,0,18445,7,18076,199,50,552,-193,19.9,1844.5,13,3,1,11,10,10,0,0,0,0,17893,7,18269,207,36,-552,193,20.7,1789.3
4522459289,1,13,0,0,8,5,8,0,0,0,0,16982,7.2,19524,218,41,-212,1212,21.8,1698.2,12,2,1,5,8,10,2,1,1,0,17194,7.2,18312,242,59,212,-1212,24.2,1719.4
4518235291,0,14,3,0,6,6,7,1,1,0,0,15814,6.8,17161,205,49,-1530,-922,20.5,1581.4,20,2,1,6,6,6,1,0,1,0,17344,7,18083,252,48,1530,922,25.2,1734.4
4471439169,1,19,2,1,9,4,13,0,0,0,0,18369,7.2,19417,210,56,3269,2404,21,1836.9,17,2,0,4,9,1,1,1,0,0,15100,6.8,17013,213,52,-3269,-2404,21.3,1510
4475880508,0,18,4,0,8,13,4,0,0,0,0,16735,7,17923,202,28,-2187,-2383,20.2,1673.5,49,5,1,13,8,15,1,1,0,0,18922,7.2,20306,208,46,2187,2383,20.8,1892.2
4525020504,1,16,3,1,7,6,7,0,0,0,0,17568,6.8,18166,236,64,1308,544,23.6,1756.8,26,2,0,6,7,6,0,0,0,0,16260,7,17622,207,40,-1308,-544,20.7,1626
4518819945,0,11,1,0,8,13,8,0,0,0,0,15818,6.4,16673,172,28,-4100,-3722,17.2,1581.8,20,2,1,13,8,11,0,0,0,0,19918,7.4,20395,220,59,4100,3722,22,1991.8
4524033878,1,23,3,0,9,10,7,0,0,0,0,18090,6.8,17730,229,36,1106,470,22.9,1809,18,2,1,10,9,12,1,0,1,0,16984,7,17260,204,38,-1106,-470,20.4,1698.4
4523974037,0,17,17,0,6,5,6,0,0,0,0,16999,7.2,18578,232,59,389,-279,23.2,1699.9,46,3,1,5,6,6,2,1,1,0,16610,7.2,18857,216,64,-389,279,21.6,1661
4523634644,1,17,2,1,7,4,8,2,1,1,1,18858,7.2,19023,237,66,4338,4607,23.7,1885.8,17,3,0,4,7,11,0,0,0,0,14520,6.2,14416,166,42,-4338,-4607,16.6,1452
4448510561,0,16,3,0,5,10,5,0,0,0,0,15867,6.8,17737,227,47,-1806,-1253,22.7,1586.7,19,1,1,10,5,9,0,0,0,0,17673,7.2,18990,200,44,1806,1253,20,1767.3
4462515361,1,16,1,0,7,5,7,1,1,0,0,16346,6.8,17401,227,52,-90,102,22.7,1634.6,14,2,1,5,7,5,0,0,0,0,16436,7,17299,234,40,90,-102,23.4,1643.6
4523100302,0,17,4,0,1,4,1,0,0,0,0,14305,6.8,17810,251,44,-2889,-2106,25.1,1430.5,19,6,1,4,1,5,1,1,0,0,17194,7.2,19916,282,56,2889,2106,28.2,1719.4
4458124147,1,12,3,0,12,6,16,0,0,0,0,18669,7.2,19226,213,39,1788,761,21.3,1866.9,40,3,1,6,12,7,1,1,0,0,16881,7,18465,208,55,-1788,-761,20.8,1688.1
4520794525,0,44,4,0,6,8,7,0,0,0,0,16295,6.8,17588,222,47,-1271,-364,22.2,1629.5,11,4,1,8,6,10,1,1,0,0,17566,6.8,17952,219,47,1271,364,21.9,1756.6
4467276496,1,36,1,1,5,5,8,0,0,0,0,16192,6.8,18197,209,60,1056,-182,20.9,1619.2,11,1,0,5,5,4,1,1,0,0,15136,7,18379,185,46,-1056,182,18.5,1513.6
4496084500,0,37,2,0,3,9,5,0,0,0,0,14735,6.4,16488,219,38,-2932,-2063,21.9,1473.5,13,2,1,9,3,5,0,0,0,0,17667,7.2,18551,223,44,2932,2063,22.3,1766.7
4524898473,1,13,3,0,8,13,8,1,0,1,1,18954,6.8,17795,228,46,-664,-549,22.8,1895.4,14,3,1,13,8,13,1,1,0,1,19618,7,18344,182,57,664,549,18.2,1961.8
4431984647,0,16,0,0,1,16,1,1,1,0,0,12798,5.8,13908,179,36,-7868,-5339,17.9,1279.8,13,2,1,16,1,16,0,0,0,1,20666,7.2,19247,223,44,7868,5339,22.3,2066.6
4514841518,1,14,1,0,5,6,4,0,0,0,0,15195,7.2,17896,196,43,-1573,-1171,19.6,1519.5,12,1,1,6,5,7,1,1,0,0,16768,7,19067,202,71,1573,1171,20.2,1676.8
4523404068,0,12,1,0,6,7,6,0,0,0,0,16120,7,18149,215,51,-732,750,21.5,1612,17,0,1,7,6,7,1,1,0,0,16852,7,17399,205,56,732,-750,20.5,1685.2
4473962566,1,17,2,0,9,7,10,1,1,0,0,17205,7,18124,218,40,721,2077,21.8,1720.5,16,1,1,7,9,11,0,0,0,0,16484,6.4,16047,212,39,-721,-2077,21.2,1648.4
4443526032,0,35,4,0,4,7,6,0,0,0,0,15902,6.8,17995,241,48,-1190,-66,24.1,1590.2,27,6,1,7,4,14,1,1,0,0,17092,6.8,18061,241,57,1190,66,24.1,1709.2
4517859003,1,17,2,0,6,7,6,0,0,0,0,15615,7,17928,201,49,-1193,-819,20.1,1561.5,17,3,1,7,6,10,0,0,0,0,16808,7,18747,229,36,1193,819,22.9,1680.8
4519045200,0,13,2,0,7,7,6,0,0,0,0,17064,7,18061,236,48,134,-396,23.6,1706.4,15,2,1,7,7,8,1,1,0,0,16930,7,18457,210,59,-134,396,21,1693
4523090796,1,18,3,1,13,3,13,2,1,1,1,19807,6.8,17943,220,36,5227,2051,22,1980.7,47,7,0,3,13,1,0,0,0,0,14580,6.6,15892,210,47,-5227,-2051,21,1458
4491049455,0,16,4,0,5,11,6,0,0,0,0,15424,6.6,16080,208,45,-3692,-3112,20.8,1542.4,14,4,1,11,5,16,2,1,1,0,19116,7.2,19192,195,55,3692,3112,19.5,1911.6
4512968570,1,18,5,1,4,2,5,1,1,0,0,15704,6.8,18292,236,58,1012,519,23.6,1570.4,18,6,0,2,4,0,0,0,0,0,14692,7,17773,234,63,-1012,-519,23.4,1469.2
4517857557,0,14,2,0,4,5,7,1,1,0,0,15786,6.8,17823,207,54,-92,-1170,20.7,1578.6,15,2,1,5,4,3,0,0,0,0,15878,7.4,18993,215,50,92,1170,21.5,1587.8
4517995978,1,16,2,1,4,4,5,1,0,1,1,17073,6.8,17021,221,50,2002,388,22.1,1707.3,14,4,0,4,4,7,0,0,0,0,15071,6.4,16633,203,51,-2002,-388,20.3,1507.1
4452273327,0,48,5,1,4,3,6,0,0,0,0,16596,7,18596,252,64,539,818,25.2,1659.6,19,8,0,3,4,2,1,1,0,0,16057,6.6,17778,236,51,-539,-818,23.6,1605.7
4458685012,1,15,3,1,9,3,11,0,0,0,0,18584,7,18383,203,70,3093,1285,20.3,1858.4,17,2,0,3,9,5,0,0,0,0,15491,6.8,17098,212,41,-3093,-1285,21.2,1549.1
4516355012,0,14,1,1,8,12,5,1,0,1,0,16093,7,16927,154,53,-3195,-953,15.4,1609.3,12,2,0,12,8,13,0,0,0,0,19288,6.8,17880,213,46,3195,953,21.3,1928.8
4447096755,1,22,4,1,6,4,5,2,1,1,0,16697,7.2,19170,236,59,852,1553,23.6,1669.7,17,3,0,4,6,7,0,0,0,0,15845,7,17617,214,51,-852,-1553,21.4,1584.5
4509524180,0,17,3,1,5,7,9,1,1,0,0,15288,6.6,16534,206,57,-861,131,20.6,1528.8,25,3,0,7,5,13,0,0,0,0,16149,6.6,16403,200,34,861,-131,20,1614.9
4470320666,1,48,0,0,10,4,10,2,1,1,0,17973,7.2,20040,196,64,2507,3196,19.6,1797.3,17,1,1,4,10,5,0,0,0,0,15466,6.6,16844,209,48,-2507,-3196,20.9,1546.6
4448123749,0,14,1,0,1,11,0,0,0,0,0,13447,6.4,16199,201,51,-5698,-3675,20.1,1344.7,17,4,1,11,1,12,2,1,1,0,19145,7.2,19874,240,44,5698,3675,24,1914.5
4499907399,1,20,5,0,5,2,6,0,0,0,0,16029,6.8,17493,234,47,1756,1920,23.4,1602.9,16,2,1,2,5,3,0,0,0,0,14273,6.2,15573,199,49,-1756,-1920,19.9,1427.3
4516721414,0,18,4,1,8,8,8,1,1,0,0,16453,6.8,17231,206,40,-569,-213,20.6,1645.3,21,2,0,8,8,10,1,0,1,0,17022,7,17444,199,43,569,213,19.9,1702.2
4523305960,1,17,0,0,4,2,4,2,1,1,0,15752,7.2,19171,231,64,1064,2471,23.1,1575.2,54,2,1,2,4,4,0,0,0,0,14688,6.6,16700,235,44,-1064,-2471,23.5,1468.8
4503391789,0,14,3,0,2,7,1,1,1,0,0,13701,6.6,15431,183,59,-4095,-3017,18.3,1370.1,20,3,1,7,2,6,0,0,0,0,17796,7.2,18448,255,36,4095,3017,25.5,1779.6
4501476679,1,14,2,1,5,3,3,1,1,0,0,15930,7.2,18669,234,44,1713,2145,23.4,1593,17,1,0,3,5,3,0,0,0,0,14217,6.4,16524,188,44,-1713,-2145,18.8,1421.7
4437730015,0,17,3,1,6,5,7,0,0,0,0,16762,7,18180,242,44,482,166,24.2,1676.2,18,2,0,5,6,8,0,0,0,0,16280,6.8,18014,231,48,-482,-166,23.1,1628
4451011365,1,17,1,0,8,4,7,1,1,0,0,17127,6.8,18148,201,48,2294,1383,20.1,1712.7,15,2,1,4,8,2,0,0,0,0,14833,6.4,16765,183,67,-2294,-1383,18.3,1483.3
4490472819,0,15,2,1,8,8,5,0,0,0,0,16795,6.8,18159,235,48,-507,-790,23.5,1679.5,17,2,0,8,8,9,1,0,1,0,17302,7.2,18949,203,56,507,790,20.3,1730.2
4513611157,1,18,4,0,11,6,13,0,0,0,0,18748,7,19116,243,40,2520,2092,24.3,1874.8,53,4,1,6,11,5,0,0,0,0,16228,6.8,17024,224,40,-2520,-2092,22.4,1622.8
4524386145,0,11,2,0,4,12,1,0,0,0,0,14464,6.2,15227,164,58,-4820,-2651,16.4,1446.4,15,0,1,12,4,9,0,0,0,1,19284,7,17878,206,44,4820,2651,20.6,1928.4
4520841378,1,13,3,0,4,7,3,1,1,0,0,16055,6.8,17933,227,55,93,1195,22.7,1605.5,15,1,1,7,4,9,0,0,0,0,15962,6.8,16738,214,36,-93,-1195,21.4,1596.2
4520879335,0,13,4,0,5,10,5,0,0,0,0,16925,6.6,18087,233,64,-962,107,23.3,1692.5,17,3,1,10,5,16,1,1,0,0,17887,7,17980,213,44,962,-107,21.3,1788.7
4524882878,1,18,2,1,7,5,5,1,1,0,0,16496,7,18201,202,55,1744,1187,20.2,1649.6,15,5,0,5,7,5,0,0,0,0,14752,6.6,17014,209,36,-1744,-1187,20.9,1475.2
4518934441,0,16,5,1,3,9,1,0,0,0,0,14302,6.6,15878,211,51,-3025,-2906,21.1,1430.2,36,1,0,9,3,9,2,1,1,0,17327,7.2,18784,212,64,3025,2906,21.2,1732.7
4517917805,1,17,1,0,6,9,10,1,1,0,0,17217,7,18979,222,60,-315,-7,22.2,1721.7,22,2,1,9,6,11,0,0,0,0,17532,7,18986,218,52,315,7,21.8,1753.2
4453066386,0,16,2,0,2,8,2,1,0,1,0,14786,6.6,16676,233,50,-1340,-529,23.3,1478.6,16,4,1,8,2,6,1,1,0,0,16126,6.8,17205,205,37,1340,529,20.5,1612.6
4522541186,1,165,3,1,11,8,8,1,1,0,1,19556,7,18352,229,41,2585,1759,22.9,1955.6,14,1,0,8,11,9,0,0,0,0,16971,6.6,16593,169,63,-2585,-1759,16.9,1697.1
4500486602,0,28,2,0,3,3,2,0,0,0,0,15134,7,18028,214,54,-168,267,21.4,1513.4,17,2,1,3,3,4,1,1,0,0,15302,7,17761,214,61,168,-267,21.4,1530.2
4452390949,1,11,3,1,9,4,11,1,1,0,0,17003,6.8,17799,188,58,2247,1668,18.8,1700.3,14,0,0,4,9,3,0,0,0,0,14756,6.4,16131,189,48,-2247,-1668,18.9,1475.6
4450459916,0,14,3,1,6,12,7,1,1,0,0,16043,7,17409,220,51,-3089,-2946,22,1604.3,20,4,0,12,6,12,0,0,0,0,19132,7.6,20355,235,50,3089,2946,23.5,1913.2
4465074882,1,19,2,1,6,3,5,0,0,0,0,17837,7.2,19440,238,76,2970,2037,23.8,1783.7,50,4,0,3,6,4,0,0,0,0,14867,7,17403,217,52,-2970,-2037,21.7,1486.7
4522845066,0,21,5,1,5,4,5,0,0,0,0,16022,7,17853,219,60,511,-678,21.9,1602.2,78,1,0,4,5,9,1,0,1,0,15511,7,18531,242,42,-511,678,24.2,1551.1
4506217760,1,14,3,1,11,6,14,1,1,0,0,18056,6.8,17829,195,54,250,287,19.5,1805.6,268,2,0,6,11,7,1,0,1,1,17806,7,17542,210,59,-250,-287,21,1780.6
4484417350,0,15,1,0,2,8,3,0,0,0,0,14433,6.6,16813,202,64,-3215,-1656,20.2,1443.3,21,3,1,8,2,7,1,0,1,0,17648,7.2,18469,243,43,3215,1656,24.3,1764.8
4524611648,1,15,3,1,7,7,9,0,0,0,0,16946,6.8,18077,212,45,1482,1055,21.2,1694.6,17,3,0,7,7,7,1,1,0,0,15464,7,17022,161,48,-1482,-1055,16.1,1546.4
4439348607,0,19,5,0,7,11,11,1,1,0,0,16187,6.4,16701,216,30,-2377,-2355,21.6,1618.7,20,0,1,11,7,14,0,0,0,0,18564,7,19056,206,67,2377,2355,20.6,1856.4
4483760431,1,11,1,0,8,5,10,2,1,1,0,17823,7.4,19752,215,64,1014,950,21.5,1782.3,9,1,1,5,8,5,0,0,0,0,16809,7,18802,219,75,-1014,-950,21.9,1680.9
4513003533,0,22,3,0,9,10,14,1,1,0,0,16749,6.4,16227,166,48,-2419,-3313,16.6,1674.9,19,1,1,10,9,13,0,0,0,0,19168,7.4,19540,240,39,2419,3313,24,1916.8
4485980330,1,15,6,0,2,6,2,0,0,0,0,16241,7.2,18365,236,57,250,942,23.6,1624.1,38,0,1,6,2,8,1,1,0,0,15991,6.8,17423,196,56,-250,-942,19.6,1599.1
4524532805,0,10,1,0,6,6,5,1,1,0,0,16490,7,19578,214,68,-392,462,21.4,1649,16,1,1,6,6,8,0,0,0,0,16882,7.2,19116,232,56,392,-462,23.2,1688.2
4511502291,1,13,4,0,7,8,6,1,0,1,0,16464,6.6,17075,209,52,166,395,20.9,1646.4,16,1,1,8,7,12,1,1,0,0,16298,6.6,16680,167,40,-166,-395,16.7,1629.8
4499810008,0,12,4,0,6,6,10,0,0,0,0,15241,6.6,16491,190,36,-1137,-1402,19,1524.1,17,1,1,6,6,6,2,1,1,0,16378,6.8,17893,224,45,1137,1402,22.4,1637.8
4456960285,1,19,5,0,10,8,10,1,1,0,0,17251,6.8,17415,217,46,-733,-541,21.7,1725.1,17,3,1,8,10,13,0,0,0,0,17984,6.8,17956,234,39,733,541,23.4,1798.4
4524361228,0,15,3,0,1,7,2,0,0,0,0,13519,6.4,15833,188,53,-4115,-2985,18.8,1351.9,18,2,1,7,1,9,1,1,0,0,17634,7,18818,251,47,4115,2985,25.1,1763.4
4468797183,1,10,2,0,7,7,6,2,1,1,2,19453,7,18832,239,64,3773,1957,23.9,1945.3,13,0,1,7,7,6,0,0,0,0,15680,6.6,16875,170,52,-3773,-1957,17,1568
4524026578,0,14,1,0,4,5,4,0,0,0,0,15482,7.2,18715,237,47,-1335,-172,23.7,1548.2,39,2,1,5,4,5,2,1,1,0,16817,7.2,18887,228,55,1335,172,22.8,1681.7
4512312350,1,16,2,1,7,4,4,1,1,0,0,17107,7.2,19237,218,68,2169,2453,21.8,1710.7,30,1,0,4,7,4,0,0,0,0,14938,6.6,16784,212,40,-2169,-2453,21.2,1493.8
4447452177,0,14,4,1,3,3,1,0,0,0,0,14486,7,18218,200,63,-648,728,20,1448.6,19,3,0,3,3,3,1,1,0,0,15134,7,17490,208,56,648,-728,20.8,1513.4
4514358264,1,15,7,0,4,2,3,1,1,0,0,15444,7,17833,236,53,1019,708,23.6,1544.4,17,1,1,2,4,0,0,0,0,0,14425,6.6,17125,229,44,-1019,-708,22.9,1442.5
4407738489,0,50,1,1,6,12,4,0,0,0,0,15809,6.8,17592,198,30,-3854,-1813,19.8,1580.9,14,1,0,12,6,15,0,0,0,0,19663,7.2,19405,238,39,3854,1813,23.8,1966.3
4520529176,1,17,3,1,9,5,10,2,1,1,0,18283,7.2,18731,226,59,2684,1191,22.6,1828.3,41,3,0,5,9,4,0,0,0,0,15599,7,17540,211,37,-2684,-1191,21.1,1559.9
4458640668,0,19,0,0,5,10,2,0,0,0,0,16451,7,18416,220,59,-977,143,22,1645.1,15,1,1,10,5,8,0,0,0,0,17428,6.8,18273,189,53,977,-143,18.9,1742.8
4477445574,1,17,4,1,4,2,3,0,0,0,0,16267,6.8,18319,246,52,1362,699,24.6,1626.7,16,1,0,2,4,4,2,1,1,0,14905,7,17620,228,64,-1362,-699,22.8,1490.5
